
meħħonj;âemfonj;meħħonj;meħħaonje,ˈmɛħħɔɲ;ˈɑe̯m̥fɔɲ;ˈmɛħħɔɲ;ˈmɛħˌħæo̯ɲɛ,V-PP;V-PN;V-VP;V-VI,to dig,ACC: thing dug into (e.g. ground),
ljanśanjh;qêśnśanjh;ljanśancef;ljanśanjh,ˈʎæɲ̊ɕæɲ̊;ˈɢeɕɲ̊ɕæɲ̊;ˈʎæɲ̊ˌɕæɲ̊cɛf;ˈʎæɲ̊ɕæɲ̊,V-PP;V-PN;V-VP;V-VI,to spin (intrans),"CAUS = to spin (trans, e.g. to make yarn)"
indvü;jêindvü;indvü;indvuo,ˈindʋy;ˈjeˌindʋy;ˈindʋy;ˈinˌdʋuɔ,V-PP;V-PN;V-VP;V-VI,to weave,
ħo'iścênj;iñe'iścênj;ħo'iścênj;ħo'ëścienje,ˈħɔʔˌiɕceɲ;ˈiɴɛʔˌiɕceɲ;ˈħɔʔˌiɕceɲ;ˈħɔʔɤɕˌcie̯ɲɛ,V-PP;V-PN;V-VP;V-VI,to sew,

quttampa',ˈɢutˌtæm̥pæʔ,N-I,rope,
quttampâeo,ˈɢuttæm̥ˌpɑe̯ɔ,ADJ,made of rope
uttë,ˈuttɤ,N-I,net,
uttum,ˈuttum,N-H,net fisher,
vienjü,ˈʋie̯ɲy,N-I,wool,
ljieröjiś,ˈʎie̯røjiɕ,N-I,linen cloth,
merrhüöjiś,ˈmɛr̥ˌr̥yøjiɕ,N-I,hemp cloth,
undë,ˈundɤ,N-I,string / yarn (any kind),
ujëś,ˈujɤɕ,N-I,cloth (any kind),
vôggoś,ˈʋoggɔɕ,N-I,leather,
jêmekkeś,ˈjeˌmɛkkɛɕ,N-I,felt,
jêmdlün,ˈjemdlyn,N-H,feltmaker,
rhaoi,ˈr̥æo̯i,N-I,dye;colour,
ljanśnjemh,ˈʎæɲ̊ɕɲ̊ɛm̥,N-A,spinning wheel (textile),
indvê,ˈindʋe,N-I,loom,
indvüm,ˈindʋym,N-H,weaver;(generally) textile worker,
ujëssum,ˈujɤssum,N-H,tailor,
ujëśśonj,ˈujɤɕɕɔɲ,N-H,clothes,
narrânj,ˈnærrʌɲ,N-H,robe,
viñrênj,ˈʋiɴreɲ,N-H,coat,
nje'uśśonj,ˈɲɛʔˌuɕɕɔɲ,N-H,skirt,
quttśonj,ˈɢucc͡ɕɔɲ,N-H,tunic,
