

Ienjeħħonj,ˈie̯ˌɲɛħħɔɲ,N-H,The Northlands,FROM: *ni-eħħa* 'night-land';CF: *niñâe* 'tundra'
Yinddźaħonj,ˈɟiɲɟˌɟ͡ʑæħɔɲ,N-H,The Southlands,FROM: *yinddźo-eħħa* 'day-land';CF: *yinddźoeħħa* 'plains'
Ârrhâfonj,ʌr̥ˈr̥ʌfɔɲ,N-H,The Highlands,FROM: *ârrhâem-eħħa* 'high-land';CF: *ârrhâemâe* 'highlands'
Xärrhättśonj,ˈxar̥ˌr̥acc͡ɕɔɲ,N-H,River Coast Region,FROM: *xarrä-uieźanjh* 'coast-river'
Puruttśonj,ˈpuˌrucc͡ɕɔɲ,N-H,Lower River Region,FROM: *pur-uieźanjh* 'low-river'
Xâeputtśonj,ˈxɑe̯ˌpucc͡ɕɔɲ,N-H,Upper River Region,FROM: *xâep-uieźanjh* 'up-river'
Quoźo'âenqënj,ˈɢuo̯ʑɔʔˌɑe̯nɢɤɲ,N-H.d,The Twin Rivers Region,FROM: *quieźanj-quonj* 'river-dual'
Pfośħonj,ˈpfɔɕħɔɲ,N-H,Albatross Island,FROM *pfośśüenjh-eħħa* 'albatross'
Śaśśüênj,ˈɕæɕˌɕyeɲ,N-H,Seadragon Strait,FROM *śaśśöranjh* 'sea dragon'
Śaśśüħênj,ˈɕæɕˌɕyħeɲ,N-H,Seadragon Coast Region,FROM *Śaśśüênj-eħħa* 'SDS-land'
Meccêźeamonj,ˈmɛcceʑˌeɐ̯mɔɲ,N-H,Lake West Region,FROM: *meccieź-iħeim* 'lake-left'
Meccêźaorrânj,ˈmɛcceʑˌæo̯rrʌɲ,N-H,Lake East Region,FROM: *meccieź-âur* 'lake-right'
Moanduâenyox,ˈmoɐ̯nduˌɑe̯ɲɟɔx,N-H.pl,Pine Forests Region,FROM: *moa-ħuodvaś-anyex* 'pine-forest-pl'
Ghaźbêrrânj,ˈɣæʑˌberrʌɲ,N-H,Olive Coast Region,FROM: *arraźba* 'olive'
Meffeśteħħênj,ˈmɛffɛɕˌtɛħħeɲ,N-H,Elephant Plains Region,FROM: *me'fośt-eħħa* 'elephant-land'
Rhiemênj,ˈr̥ie̯meɲ,N-H,The Savannah Region,FROM: *rhi* 'sun'
Uttüvâencox,ˈuttyˌʋɑe̯ɲ̊cɔx,N-H.pl,Fisher Islands,FROM: *uttum-üâe-anyex* 'fisher-island-pl'
Jêiśħeimonj,ˈjeiɕˌħei̯mɔɲ,N-H,Mountain Springs Region,FROM: *jêź-ljiħħeim* 'water-birth'
Fienjafrhienyex,ˈfie̯ɲæˌfr̥ie̯ɲɟɛx,N-H.pl,The Foothills Region,FROM: *fienja'-tfirrha-anyex* 'base-hill-pl'
Varcindüaonyex,ˈʋær̥cindyˌæo̯ɲɟɛx,N-H.pl,Hunter Forests,FROM: *varħaccin-ħuodvaś-anyex* 'hunter-forest-pl'
Ghaonyappaonyex,ˈɣæo̯ɲɟæpˌpæo̯ɲɟɛx,N-H.pl,Rockbird Mountains,FROM: *ghâeñośko-xaccap-anyex* 'rockbird-mountain-pl'
Ljanêrmonj,ˈʎæˌnermɔɲ,N-H,Realm of the Dead;The Cursed Desert,FROM: *Ljaearm(ikke)* 'Goddess of the Dead'
Ħancśicceuźikke,ˈħæɲ̊c͡ɕiccøʊ̯ˌʑikkɛ,N-D,Oasis of Spirits,FROM: *ħanħś-ca'iccüźonj* 'spirit-oasis'
Ħa'üħħercakke,ˈħæʔyħħɛr̥ˌcækkɛ,N-D,Ashen Mountains,FROM: *ħa'uħħo-xaccap* 'ash-mountain'
Firca'innjikke,ˈfir̥cæʔiɲ̊ˌɲ̊ikkɛ,N-D,The Eternal Duststorm (Plains of),FROM: *firrhêm-ca'iccenjh* 'eternal-duststorm'
Färhemvaonjonj,ˈfar̥ɛmˌʋæo̯ɲɔɲ,N-H,The Last Outpost,FROM: *färrhänjh-meħħaonjonj* 'last-camp'

tfaś,ˈtfæɕ,N-I,stick,
tfaśśa,ˈtfæɕɕæ,N-I,tree,
tfaśśe,ˈtfæɕɕɛ,N-I,plant,
arrêamh,ærˈreæm̥,N-I,leaf,
suppa',ˈsuppæʔ,N-I,tree bark,
tśeuź,ˈc͡ɕøʊ̯ʑ,N-I,tree sap;tree resin,FROM: *tfaśśe-euź* 'tree-water'
yêrħa,ˈɟer̥ħæ,N-I,fruit,
itfe,ˈitfɛ,N-I,seed,
ma',ˈmæʔ,N-I,flower,
ye'ma',ˈɟɛʔm̥æʔ,N-I,grass,
moaźlja,ˈmoɐ̯ʑʎæ,N-I,pine tree,
paccantśa,ˈpæcˌcæɲ̊c͡ɕæ,N-I,oak tree,CF: *paccanjh* 'tannin'
ve'njetfe,ˈʋɛʔˌɲ̊ɛtfɛ,N-I,juniper tree,

jüljanjh,ˈjyʎæɲ̊,N-A,fish
śâuo,ˈɕɑʊ̯ɔ,N-A,shellfish,CF: *jêddźâu* 'shell'
jêddźâu,ˈjeɟɟ͡ʑɑʊ̯,N-I,shell;>skull,FROM: *jê-śâuo* 'NEG-shellfish';CF *jêddźâugou* 'purple'
pvaomanjh,ˈpʋæo̯mæɲ̊,N-A,bird
qârränjh,ˈɢʌrraɲ̊,N-A,animal
pfośśüenjh,ˈpfɔɕˌɕyɛɲ̊,N-A,albatross
me'fośtonjh,ˈmɛʔˌfɔɕtɔɲ̊,N-A,elephant
vôŕanjh,ˈʋoɹæɲ̊,N-A,boar
jêbvaomanjh,ˈjeˌbʋæo̯mæɲ̊,N-A,waterfowl
rhâuganjh,ˈr̥ɑʊ̯gæɲ̊,N-A,ibex
ħrhesħanjh,ˈħr̥ɛsħæɲ̊,N-A,wolf
ħrhuonljanjh,ˈħr̥uo̯ɲʎæɲ̊,N-A,coyote
voaźñonjh,ˈr̥oɐ̯ʑɴɔɲ̊,N-A,bee,REG: ârrhoaźñonjh
ħâeljonjh,ˈħɑe̯ʎɔɲ̊,N-A,insect
erearanjh,ɛˈreɐ̯ræɲ̊,N-A,spider
qoppinjenjh,ˈɢɔpˌpiɲɛɲ̊,N-A,bear
śaśśöranjh,ˈɕæɕˌɕøræɲ̊,N-A,sea dragon (considered a real animal)
ljiezam,ˈʎie̯zæm̥,N-A,camel,FROM: Shch. /ˈliʐam/
rhêñiâñh,ˈr̥eɴiʌɴ̥,N-A,ostrich,FROM: Shch. /ˈxegiɑ/
sittsanjh,ˈsitt͡ʃæɲ̊,N-A,snake,FROM: Shch. /ˈʂiʈ͡ʂa/
yeppinjenjh,ˈɟɛpˌpiɲɛɲ̊,N-A,whimper,
yappinjanjh,ˈɟæpˌpiɲæɲ̊,N-A,growl / bark,
qoppinjenjh,ˈɢɔpˌpiɲɛɲ̊,N-A,roar,


mettśgheña';âemtśghoña';mettśgheña';mettśiħae,ˈmɛcˌc͡ɕɣɛɴæʔ;ˈɑe̯m̥ˌc͡ɕɣɔɴæʔ;ˈmɛcˌc͡ɕɣɛɴæʔ;ˈmɛcc͡ɕiˌħæɛ,V-PP;V-PN;V-VP;V-VI,to squeeze,
ljêrêś;qêśśêrêś;ljêrêś;ljearêśe,ˈʎereɕ;ˈɢeɕˌɕereɕ;ˈʎereɕ;ˈʎeɐ̯ˌreɕɛ,V-PP;V-PN;V-VP;V-VI,to rub,
ljêrao;qêśśêrao;ljêrao;ljearöe,ˈʎeræo̯;ˈɢeɕˌɕeræo̯;ˈʎeræo̯;ˈʎeɐ̯ˌrøɛ,V-PP;V-PN;V-VP;V-VI,to wash,
quirömaś,ˈɢuɪ̯ˌrømæɕ,V,to kill (common),CF REG: *qunjoghârömaś* (formal)
qunjoghârömaś;quźjëcoghârömaś;qunjoghârömaś;qunjoghârâaśe,ˈɢuɲɔɣʌˌrømæɕ;ˈɢuʑjɤcɔɣʌˌrømæɕ;ˈɢuɲɔɣʌˌrømæɕ;ˈɢuɲɔɣʌrʌˌæɕɛ,V-PP;V-PN;V-VP;V-VI,to kill (formal),CF: *quirömaś* (common)
qu'fa';qu'fi'fa';qu'fa';qu'fae,ˈɢuʔfæʔ;ˈɢuʔˌfiʔfæʔ;ˈɢuʔfæʔ;ˈɢuʔˌfæɛ,V-PP;V-PN;V-VP;V-VI,to suck,
ghu'fa';nearghu'fa';ghu'fa';ghu'fae,ˈɣuʔfæʔ;ˈneɐ̯rˌɣuʔfæʔ;ˈɣuʔfæʔ;ˈɣuʔˌfæɛ,V-PP;V-PN;V-VP;V-VI,to spit,
vônlunjh;vôxfienlünjh;vônlunjh;vônlunjo,ˈʋonluɲ̊;ˈʋoxˌfie̯nlyɲ̊;ˈʋonluɲ̊;ˈʋonˌluɲ̊ɔ,V-PP;V-PN;V-VP;V-VI,to hit,
vouu;vôxfüü;vouu;vouo,ˈʋou̯u;ˈʋoxˌfyy;ˈʋou̯u;ˈʋou̯ɔ,V-PP;V-PN;V-VP;V-VI,to stab,
vanca;qêħnja;vanca;vanje,ˈʋæɲ̊cæ;ˈɢeħɲ̊æ;ˈʋæɲ̊cæ;ˈʋæɲ̊ɛ,V-PP;V-PN;V-VP;V-VI,to scratch,
ghâr;nearghâr;ghârânjof;ghaoränjh,ˈɣʌr;ˈneɐ̯rɣʌr;ˈɣʌrʌɲɔf;ˈɣæo̯raɲ̊,V-PP;V-PN;V-VP;V-VI,IMPF: to be tired;PERF: to tire (intrans),CAUS = to tire (trans);CF: *ghâeñ* 'to prevent'
vâeoffa;ümooffa;vâeofnjof;vâeofanjh,ˈʋɑe̯ˌɔffæ;ˈymɔˌɔffæ;ˈʋɑe̯ˌɔfɲ̊ɔf;ˈʋɑe̯ˌɔfæɲ̊,V-PP;V-PN;V-VP;V-VI,IMPF: to be in pain;PERF: to get hurt (Participle),CAUS = to cause pain;CF: *vâeo* 'to be shocked'


quttśeaâenjh,ˈɢucˌc͡ɕeɐ̯ɑe̯ɲ̊,N-A,heart,
xikrhänjh,ˈxikr̥aɲ̊,N-A,tongue,
vaoñanjh,ˈʋæo̯ɴæɲ̊,N-A,head,
pu'a',ˈpuʔæʔ,N-I,skin,
ñaa,ˈɴææ,N-I,flesh,CF: *ñieña* 'meat'
jêñieña,ˈjeˌɴie̯ɴæ,N-I,blood,CF: *ñieña* 'meat'
ârrhôttśo,ʌr̥ˈr̥occ͡ɕɔ,N-I,hair,
arrömañh,ærˈrømæɴ̥,N-I,ear,
jêmma',ˈjemmæʔ,N-I,eye (common),
jêñghuoma',ˈjeɴˌɣuo̯mæʔ,N-I,eye (formal),
fśeazma,ˈfɕeɐ̯zmæ,N-I,nose (common),
fśeazgaoma,ˈfɕeɐ̯zˌgæo̯mæ,N-I,nose (formal),
vatf,ˈʋætf,N-I,mouth,
quña,ˈɢuɴæ,N-I,tooth,
caśa,ˈcæɕæ,N-I,bone
feñxa,ˈfɛɴ̥xæ,N-I,foot,
üma,ˈymæ,N-I,knee,
ljêrâe',ˈʎerɑe̯ʔ,N-I,hand,
mure'aś,ˈmuˌrɛʔæɕ,N-I,belly,
quomaħ,ˈɢuo̯mæħ,N-I,neck,
arraombanjh,ærˈræo̯mbæɲ̊,N-I,horn,
luppärh,ˈluppar̥,N-I,tail,
errhiħanjh,ɛr̥ˈr̥iħæɲ̊,N-I,feather,
uffarh,ˈuffær̥,N-I,claw,
ârrhôâemljanjh,ʌr̥ˈr̥oˌɑe̯mʎæɲ̊,N-I,wing,
ljixxamh,ˈʎixxæm̥,N-I,back,
ponħonjh,ˈpɔn̥ħɔɲ̊,N-I,side (of body),
quttśaś,ˈɢucc͡ɕæɕ,N-I,chest (body),
iemnja,ˈie̯mɲæ,N-I,joint,
iemiś,ˈie̯miɕ,N-I,elbow,
nje'âu,ˈɲɛʔɑʊ̯,N-I,groin,
jêsonj,ˈjesɔɲ,N-I,leg,
ljêrânj,ˈʎerʌɲ,N-I,arm,
tfaśśaś,ˈtfæɕɕæɕ,N-I,lung,
qomśaś,ˈɢɔm̥ɕæɕ,N-I,stomach,
yümeaś,ˈɟymeɐ̯ɕ,N-I,liver,

