
jêźiia,ˈjeʑiˌiæ,N-I,'clear melon' (eg. cucumber),
rhêrhä,ˈr̥er̥a,N-I,pepper (any kind),
źearbrêrhä,ˈʑeɐ̯rˌbrer̥a,N-I,'sweet pepper' (capsicum),
rhe'rhêrhä,ˈr̥ɛʔˌr̥er̥a,N-I,'hot pepper' (chilli),
ljierva,ˈʎie̯rʋæ,N-I,flax fibre,
ljieröma',ˈʎie̯rømæʔ,N-I,flax plant,
merrhieña,ˈmɛr̥ˌr̥ie̯ɴæ,N-I,cannabis (drug),
merhma',ˈmɛr̥m̥æʔ,N-I,cannabis/hemp plant,
merrhielva,ˈmɛr̥ˌr̥ie̯lʋæ,N-I,hemp fibre,
arrömeñh,ærˈrømɛɴ̥,N-I,fungus,

mevänämtsig,meˈʋanamt͡ʃig,N-I,Shch. irrigation canal,FROM: Shch. /meˈvanamtsig/


ħeianjh,ˈħei̯æɲ̊,N-A,pig
qeianjh,ˈɢei̯æɲ̊,N-A,duck
maoanjh,ˈmæo̯æɲ̊,N-A,goat
ħe'ñieña,ˈħɛʔˌɴ̥ie̯ɴæ,N-I,pork
qe'ñieña,ˈɢɛʔˌɴ̥ie̯ɴæ,N-I,duck meat; (generally) poultry
maomñieña,ˈmæo̯mˌɴie̯ɴæ,N-I,goat meat
ħe'ħeii,ˈħɛʔˌħei̯i,N-I,pigsty
qeqqeii,ˈɢɛɢˌɢei̯i,N-I,duck farm
ma'maoi,ˈmæʔˌm̥æo̯i,N-I,goat pasture
voazzuoźñë,ˈʋoɐ̯zˌzuo̯ʑɴɤ,N-I,bee hive,REG: ârrhoazzuoźñë;FROM: *voaźñonjh* 'bee'

fimtśanjh,ˈfim̥c͡ɕæɲ̊,N-A,dog


ħanħaś,ˈħæn̥ħæɕ,V,to smoke (food),FROM: *ħanħaśxanjh* 'smoke'
emrö,ˈɛmrø,V,to boil (trans),
cerh,ˈcɛr̥,V,to grind / mill / crush,
ħanco;ienjâenco;ħanco;ħancaoñe,ˈħæɲ̊cɔ;ˈie̯ˌɲɑe̯ɲ̊cɔ;ˈħæɲ̊cɔ;ˈħæɲ̊ˌcæo̯ɴɛ,V-PP;V-PN;V-VP;V-VI,to roast;(generally) to cook,
frhicco;neuricco;frhicco;frhiccaoñe,ˈfr̥iccɔ;ˈnøʊ̯ˌriccɔ;ˈfr̥iccɔ;ˈfr̥icˌcæo̯ɴɛ,V-PP;V-PN;V-VP;V-VI,to dry (intrans),CAUS:to dry (trans)/to hang out to dry
rhiicco;jêñrêicco;rhiicco;rhiiccaoñe,ˈr̥iˌiccɔ;ˈjeɴreˌiccɔ;ˈr̥iˌiccɔ;ˈr̥iicˌcæo̯ɴɛ,V-PP;V-PN;V-VP;V-VI,to fire / bake,

vetsieñ,ˈʋɛt͡ʃie̯ɴ,N-H;V,butcher;to butcher,FROM: Shch. /ˈvɛʈ͡ʂieg/ 'butcher (n.)'
cerhqein,ˈcɛr̥ɢei̯n,N-H,baker,FROM: cerrhe' 'millstone'
cerrhe',ˈcɛr̥r̥ɛʔ,N-I,grindstone / millstone
rhii'o,ˈr̥iˌiʔɔ,N-I,hearth / fireplace,
ħonjëmaimer,ˈħɔɲɤˌmæimer,N-I,kiln / oven,FROM: Shch. /hɑneˈma.imeɣ/
mro'ë,ˈmrɔʔɤ,N-I,bowl / container,
emrôo',ˈɛmˌroɔʔ,N-I,pot,

ñieña,ˈɴie̯ɴæ,N-I,meat (to eat),
eama,ˈeɐ̯mæ,N-I,egg,
meccieźya,ˈmɛcˌcie̯ʑɟæ,N-I,salt,
ghu'ienja,ˈɣuʔˌie̯ɲæ,N-I,honey,
rharreempa,ˈr̥ærrɛˌɛm̥pæ,N-I,mustard sauce,
rhe'rhe'a,ˈr̥ɛʔˌr̥ɛʔæ,N-I,ground chilli,
arraźbe'a,ærˈræʑˌbɛʔæ,N-I,olive oil,
quttśia,ˈɢucˌc͡ɕiæ,N-I,drinking water,
emreuź,ˈɛmrøʊ̯ʑ,N-I,boiling water,
yampia,ˈɟæm̥ˌpiæ,N-I,milk (human and animal),
püañh,ˈpyæɴ̥,N-I,meat stew,
jereamañh,ˈjɛˌreɐ̯mæɴ̥,N-I,vegetable soup,
ħañqieña,ˈħæɴˌɢie̯ɴæ,N-I,roast meat,
qotto'o,ˈɢɔtˌtɔʔɔ,N-I,flour,
ħaoñma,ˈħæo̯ɴmæ,N-I,flatbread,
eslja,ˈɛɕʎæ,N-I,bread,FROM: Shch. /ˈɛsla/
sâeŕân,ˈsɑe̯ɹʌn,N-I,sweetened bread,
ienjöa,ˈie̯ɲøæ,N-I,mead,
cya,ˈcyæ,N-I,ale / beer,FROM: barley


qu'ñë;qu'fi'ñi;qu'ñë;qu'ñiñe,ˈɢuʔɴ̥ɤ;ˈɢuʔˌfiʔɴ̥i;ˈɢuʔɴ̥ɤ;ˈɢuʔˌɴ̥iɴɛ,V-PP;V-PN;V-VP;V-VI,to swell,
vafnjaanjh;ündvenjanjh;vafnja'njef;vafnjaanjh,ˈʋæfˌɲ̊ææɲ̊;ˈynˌdʋɛɲ̊æɲ̊;ˈʋæfˌɲ̊æʔɲ̊ɛf;ˈʋæfˌɲ̊ææɲ̊,V-PP;V-PN;V-VP;V-VI,IMPF: to be sick;PERF: to vomit,REG: vatfnjaanjh
